image_id,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80,color_81,color_82,color_83,color_84,color_85,color_86,color_87,color_88,color_89,color_90,color_91,color_92,color_93,color_94,color_95
train_bird_00259,0.000000,0.000000,0.000000,0.000000,0.000000,0.002197,0.001709,0.001953,0.048828,0.093994,0.091309,0.095703,0.087402,0.088623,0.089111,0.072998,0.068848,0.095947,0.069824,0.029053,0.026367,0.015137,0.010254,0.006348,0.002930,0.000977,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001953,0.001465,0.023926,0.070068,0.088379,0.098633,0.104980,0.092773,0.074951,0.069336,0.067627,0.072021,0.083496,0.072998,0.030029,0.019043,0.013428,0.010010,0.002686,0.001221,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001221,0.001221,0.001221,0.003174,0.029541,0.051514,0.084229,0.100830,0.078613,0.082764,0.081299,0.070312,0.074707,0.090820,0.074219,0.047607,0.035156,0.038818,0.029297,0.015137,0.006348,0.001221,0.000244,0.000000,0.000000,0.000000
train_bird_00260,0.011230,0.026123,0.019775,0.019775,0.019531,0.026367,0.034180,0.074463,0.164795,0.152588,0.068115,0.049561,0.017334,0.016846,0.012451,0.011230,0.011475,0.010742,0.012695,0.020020,0.017822,0.026123,0.021729,0.018555,0.015869,0.010742,0.015137,0.014648,0.019287,0.026855,0.018799,0.015137,0.019287,0.027344,0.025391,0.020752,0.030762,0.041504,0.114014,0.186035,0.130615,0.062744,0.015869,0.017578,0.014160,0.013184,0.011719,0.013428,0.010254,0.013184,0.015381,0.023193,0.027588,0.030518,0.026367,0.019531,0.022705,0.022705,0.017334,0.005371,0.003662,0.003662,0.006348,0.007812,0.015625,0.024414,0.024658,0.020020,0.026123,0.060547,0.106201,0.195557,0.126465,0.050049,0.022461,0.014893,0.013916,0.013916,0.017822,0.009033,0.013916,0.012939,0.017334,0.015625,0.024170,0.016113,0.027344,0.030762,0.037109,0.021484,0.016602,0.013428,0.005371,0.001709,0.001953,0.002441
train_bird_00261,0.000000,0.000244,0.002686,0.004639,0.003662,0.005859,0.006592,0.012695,0.014893,0.017334,0.011719,0.020508,0.019775,0.030518,0.036377,0.058350,0.089600,0.189453,0.188232,0.089600,0.053955,0.033691,0.026367,0.037842,0.021484,0.011475,0.005615,0.003906,0.002441,0.000488,0.000000,0.000000,0.000000,0.000244,0.004150,0.005615,0.005859,0.006104,0.010742,0.022705,0.034424,0.034668,0.037598,0.087402,0.226318,0.230713,0.082764,0.051514,0.039307,0.044922,0.020264,0.016846,0.011963,0.011963,0.006104,0.003418,0.001953,0.001221,0.001221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001465,0.013672,0.039307,0.183350,0.408203,0.145508,0.068359,0.040771,0.026855,0.021240,0.014893,0.012207,0.006348,0.004395,0.003418,0.000977,0.002441,0.000977,0.002197,0.001465,0.000732,0.000732,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000732,0.001953,0.002686,0.004883,0.010742,0.013672,0.024170,0.024414,0.037109,0.036133,0.035645,0.032471,0.040039,0.050293,0.061768,0.034424,0.034912,0.034424,0.061768,0.439941,0.017334,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.001465,0.002686,0.004395,0.010010,0.010742,0.021729,0.020508,0.031494,0.036865,0.039307,0.030029,0.035156,0.037598,0.055908,0.047363,0.035156,0.028320,0.032471,0.063477,0.436035,0.018311,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.003662,0.003662,0.006836,0.013916,0.021484,0.025635,0.033936,0.037354,0.030029,0.031250,0.028564,0.035156,0.045654,0.049072,0.038086,0.028564,0.028076,0.032227,0.102783,0.395752,0.006836,0.000488,0.000000,0.000000
train_bird_00263,0.000000,0.000000,0.000000,0.000000,0.000000,0.011475,0.035889,0.042969,0.048828,0.050049,0.052734,0.042236,0.037109,0.027588,0.016602,0.014893,0.009277,0.010254,0.008301,0.010498,0.007324,0.012939,0.010986,0.009277,0.011719,0.018799,0.028320,0.452148,0.029053,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001221,0.023438,0.038086,0.047852,0.056641,0.059326,0.041504,0.036377,0.033936,0.017090,0.016357,0.012207,0.010498,0.009033,0.008789,0.009033,0.008545,0.013428,0.009277,0.008545,0.013428,0.015625,0.020020,0.349365,0.140381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000732,0.026367,0.067627,0.060791,0.059082,0.041504,0.039795,0.035400,0.016846,0.014893,0.011719,0.008789,0.009766,0.010742,0.006348,0.009521,0.008057,0.011475,0.010498,0.008545,0.010010,0.014893,0.014648,0.037109,0.430908,0.033936,0.000000,0.000000,0.000000
train_bird_00264,0.000000,0.362305,0.289062,0.068359,0.047363,0.025635,0.026123,0.019531,0.020264,0.019531,0.020752,0.012939,0.010254,0.010254,0.013428,0.008545,0.006836,0.005371,0.006592,0.003662,0.002930,0.002441,0.002930,0.002930,0.002686,0.002686,0.002197,0.001709,0.000732,0.000488,0.000732,0.000732,0.000000,0.338623,0.218994,0.119385,0.079590,0.038330,0.026367,0.020752,0.020264,0.023438,0.014404,0.014648,0.013428,0.012207,0.010498,0.007324,0.006104,0.004395,0.004395,0.003418,0.002686,0.004150,0.001953,0.002686,0.003174,0.003174,0.001709,0.001221,0.000977,0.000244,0.001221,0.000244,0.003906,0.556152,0.164062,0.068604,0.038086,0.027588,0.022705,0.027588,0.019043,0.008057,0.005859,0.005371,0.005371,0.004150,0.003662,0.003418,0.004395,0.003662,0.003174,0.002197,0.004639,0.003174,0.002197,0.002441,0.001465,0.003662,0.000977,0.001953,0.000488,0.000488,0.001221,0.000244
train_bird_00265,0.000000,0.000000,0.000244,0.000488,0.000977,0.001709,0.000732,0.002197,0.003174,0.004883,0.006104,0.008057,0.014404,0.034424,0.047363,0.073730,0.128174,0.149414,0.171631,0.134277,0.093750,0.052490,0.033936,0.021729,0.011230,0.004883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.000488,0.000732,0.000488,0.001953,0.002930,0.005859,0.007568,0.007812,0.009766,0.011719,0.010010,0.014893,0.015625,0.016846,0.017090,0.030029,0.038086,0.047607,0.080811,0.114990,0.137939,0.142822,0.129150,0.083008,0.052979,0.012939,0.004883,0.000732,0.000000,0.000000,0.000244,0.000488,0.002686,0.009766,0.036865,0.127441,0.241455,0.238770,0.153564,0.106445,0.037354,0.014404,0.011475,0.007568,0.004883,0.004883,0.001221,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001953,0.008301,0.024170,0.023682,0.029053,0.032959,0.032959,0.020020,0.020752,0.078369,0.124512,0.102539,0.096436,0.145508,0.209717,0.021484,0.013672,0.009521,0.003174,0.001221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.003906,0.018311,0.034424,0.040771,0.032227,0.015869,0.013184,0.017578,0.022705,0.038086,0.085693,0.140625,0.100586,0.100098,0.223145,0.108154,0.002686,0.001465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007324,0.028076,0.049072,0.041748,0.021240,0.027832,0.041260,0.037354,0.039062,0.027344,0.021484,0.065674,0.117432,0.085693,0.061035,0.181885,0.146484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00267,0.181885,0.044434,0.036133,0.040283,0.039551,0.042236,0.050537,0.059814,0.068848,0.069092,0.125732,0.085449,0.058594,0.028320,0.020752,0.005859,0.004639,0.003174,0.000977,0.000977,0.000732,0.011963,0.002197,0.002197,0.000000,0.000000,0.000000,0.003174,0.012451,0.000000,0.000000,0.000000,0.000000,0.000000,0.001709,0.002441,0.001953,0.006836,0.030029,0.118164,0.053223,0.077148,0.061768,0.065186,0.081543,0.106934,0.113525,0.123535,0.066895,0.030518,0.012939,0.006836,0.004883,0.000488,0.000977,0.003662,0.010742,0.001953,0.000488,0.000000,0.000000,0.011719,0.003906,0.000000,0.000000,0.000732,0.000977,0.003662,0.001465,0.002197,0.001953,0.004395,0.010010,0.012451,0.020020,0.035400,0.056152,0.134033,0.107666,0.104736,0.076172,0.095215,0.133789,0.125000,0.027100,0.008545,0.004150,0.002930,0.000000,0.003662,0.010254,0.001465,0.000244,0.000000,0.014160,0.001465
train_bird_00268,0.000000,0.000000,0.000732,0.002930,0.011719,0.021729,0.040283,0.054199,0.039307,0.031006,0.022705,0.024414,0.016846,0.024414,0.023926,0.034180,0.103760,0.297607,0.193115,0.049805,0.006836,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001221,0.003418,0.014160,0.028564,0.059082,0.039062,0.039551,0.028320,0.020996,0.021973,0.019531,0.022705,0.026855,0.019043,0.014893,0.015869,0.016113,0.063232,0.133789,0.289062,0.095459,0.026123,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.034424,0.055176,0.043213,0.033936,0.026123,0.019531,0.025391,0.026367,0.026367,0.015869,0.010254,0.012451,0.010986,0.009766,0.010010,0.013672,0.010254,0.012939,0.025635,0.071533,0.138672,0.201904,0.114014,0.046387,0.004639,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00269,0.239014,0.099854,0.015137,0.014404,0.028320,0.029785,0.031494,0.021973,0.019775,0.016602,0.016357,0.010986,0.011719,0.011963,0.014893,0.014404,0.010254,0.015381,0.012207,0.011230,0.010742,0.012695,0.012207,0.016113,0.021729,0.033691,0.042236,0.048828,0.063477,0.069092,0.021973,0.001465,0.002441,0.267578,0.073242,0.016602,0.021240,0.029785,0.032959,0.026123,0.023682,0.014404,0.018555,0.015137,0.012207,0.013916,0.014648,0.018066,0.016113,0.017578,0.017578,0.019043,0.014893,0.021484,0.021729,0.024170,0.027588,0.047852,0.067139,0.061279,0.032715,0.009766,0.000244,0.000244,0.000000,0.000000,0.001221,0.221436,0.127441,0.020264,0.030518,0.029541,0.035645,0.025879,0.024902,0.032227,0.024414,0.027588,0.021240,0.022217,0.029297,0.035889,0.027832,0.033203,0.027100,0.032715,0.034424,0.034424,0.034912,0.042480,0.018799,0.002441,0.000977,0.000488,0.000488,0.000000
train_bird_00270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.001709,0.002441,0.007568,0.008789,0.013184,0.020264,0.036377,0.115967,0.148193,0.147461,0.131836,0.123047,0.126953,0.072998,0.024902,0.010986,0.005127,0.001221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.002441,0.005615,0.008057,0.015381,0.026123,0.039307,0.039307,0.052246,0.058105,0.082764,0.222168,0.208984,0.135498,0.072021,0.011719,0.009033,0.006104,0.002441,0.001465,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.001709,0.006348,0.020264,0.039062,0.066650,0.123779,0.204346,0.193359,0.108398,0.089600,0.080322,0.034424,0.013184,0.004639,0.003418,0.002686,0.002197,0.001953,0.001953,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00271,0.000000,0.000000,0.000000,0.000732,0.003906,0.005859,0.006104,0.008545,0.010254,0.010498,0.004883,0.003906,0.006348,0.006836,0.014648,0.012939,0.027832,0.032715,0.030762,0.036621,0.059570,0.219482,0.063232,0.084717,0.080566,0.135254,0.065918,0.040039,0.027832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.003174,0.005859,0.008545,0.009033,0.010254,0.007568,0.007568,0.006592,0.007080,0.009766,0.016113,0.030029,0.039551,0.048340,0.063477,0.093994,0.074463,0.085205,0.291992,0.102539,0.043701,0.033936,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001709,0.009277,0.010254,0.012451,0.011230,0.010986,0.015869,0.020752,0.031494,0.054199,0.079346,0.056152,0.032959,0.054688,0.075195,0.099121,0.107666,0.059326,0.046143,0.027344,0.142334,0.041016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00272,0.000000,0.000000,0.000244,0.000977,0.006836,0.004639,0.007324,0.008789,0.011719,0.017578,0.023438,0.020264,0.032959,0.028320,0.026367,0.020020,0.020264,0.015381,0.019531,0.018555,0.026123,0.161377,0.317139,0.153564,0.032959,0.009033,0.005127,0.005127,0.002441,0.001953,0.000977,0.000977,0.000000,0.000000,0.000244,0.000977,0.005127,0.005371,0.006592,0.009277,0.008057,0.014648,0.018311,0.025391,0.025635,0.039551,0.031494,0.022217,0.017090,0.010742,0.017334,0.013672,0.015869,0.015381,0.016602,0.043701,0.041504,0.058594,0.093506,0.218506,0.174072,0.048340,0.002197,0.000000,0.000488,0.000488,0.008301,0.025146,0.026123,0.050049,0.041504,0.035889,0.024414,0.017090,0.014893,0.013916,0.017578,0.013672,0.013672,0.011963,0.013916,0.013428,0.012695,0.011719,0.014404,0.014160,0.013184,0.014648,0.014648,0.017090,0.014893,0.017822,0.035400,0.052246,0.072510,0.352051
train_bird_00273,0.000000,0.000000,0.000000,0.000488,0.000488,0.002930,0.009766,0.018311,0.021973,0.023926,0.029785,0.033691,0.042969,0.043945,0.050781,0.051758,0.062256,0.073730,0.080566,0.097900,0.108154,0.081543,0.047363,0.037842,0.041748,0.020752,0.008301,0.002686,0.002930,0.000977,0.001221,0.001221,0.000000,0.000000,0.000000,0.000244,0.002930,0.013916,0.023193,0.027832,0.029297,0.032959,0.042480,0.032959,0.043213,0.046387,0.053223,0.049805,0.060791,0.078857,0.075928,0.080566,0.085938,0.071289,0.060547,0.040527,0.026123,0.011963,0.002686,0.001953,0.001709,0.000488,0.000732,0.001465,0.000244,0.001709,0.015381,0.032715,0.033203,0.055908,0.058105,0.071045,0.083496,0.103516,0.127197,0.119141,0.056152,0.041016,0.042725,0.041016,0.033936,0.025879,0.019043,0.012207,0.005371,0.004883,0.003662,0.002686,0.001221,0.001709,0.000977,0.001709,0.000977,0.000732,0.000488,0.001953
train_bird_00274,0.000000,0.000488,0.000488,0.000977,0.005371,0.025879,0.081055,0.081299,0.079590,0.092041,0.111328,0.088379,0.072021,0.047852,0.042480,0.034424,0.038574,0.038818,0.029297,0.033447,0.028320,0.020996,0.021240,0.014648,0.006104,0.003174,0.001709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.000244,0.000732,0.001221,0.001709,0.004150,0.007324,0.008545,0.011230,0.009277,0.022705,0.068848,0.112793,0.114014,0.114258,0.149170,0.119629,0.076172,0.055908,0.035400,0.032227,0.019775,0.014893,0.011230,0.005615,0.002441,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.014404,0.028076,0.039551,0.210938,0.186523,0.117188,0.082764,0.062500,0.055664,0.055176,0.041504,0.030518,0.027832,0.017334,0.007568,0.010498,0.004639,0.004150,0.001953,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00275,0.001465,0.001465,0.001709,0.002441,0.001953,0.001221,0.001953,0.002686,0.010986,0.008545,0.010498,0.016357,0.022705,0.022461,0.021973,0.054199,0.035889,0.019531,0.020264,0.016113,0.027832,0.028320,0.036133,0.046143,0.050049,0.071533,0.080078,0.117432,0.111816,0.123779,0.032227,0.000244,0.004150,0.002686,0.004639,0.011719,0.013184,0.016602,0.018311,0.021973,0.025146,0.019043,0.018555,0.016113,0.019287,0.022705,0.029053,0.064209,0.049561,0.044922,0.047607,0.063965,0.078369,0.084473,0.089844,0.091797,0.073242,0.045654,0.020508,0.002686,0.000000,0.000000,0.000000,0.000000,0.004639,0.005371,0.020508,0.020264,0.023438,0.019531,0.023438,0.023438,0.022705,0.018799,0.023438,0.021973,0.036621,0.051025,0.065430,0.080322,0.099609,0.081787,0.093262,0.080322,0.082275,0.057617,0.032471,0.007324,0.003418,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00276,0.000000,0.000000,0.010498,0.025391,0.029541,0.033691,0.035645,0.049316,0.053467,0.043701,0.043945,0.038330,0.032227,0.024902,0.030029,0.036377,0.043457,0.030518,0.027588,0.026611,0.066650,0.090820,0.060303,0.059570,0.037598,0.027588,0.019043,0.014648,0.005371,0.001709,0.000488,0.000977,0.000000,0.000244,0.004395,0.010254,0.020020,0.030273,0.032227,0.027344,0.035889,0.054932,0.063232,0.049072,0.041260,0.046631,0.041748,0.042969,0.047119,0.029297,0.027344,0.035645,0.086182,0.097900,0.066895,0.051270,0.040283,0.009033,0.004639,0.002197,0.000732,0.000244,0.000488,0.000244,0.002441,0.019287,0.028564,0.037842,0.053467,0.043701,0.037354,0.049561,0.056396,0.051758,0.053711,0.052979,0.093506,0.180420,0.144043,0.058105,0.024902,0.009766,0.001709,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00277,0.000000,0.000000,0.000000,0.000732,0.001465,0.000977,0.001465,0.010498,0.022461,0.056152,0.103271,0.137695,0.165771,0.143555,0.101807,0.082031,0.060547,0.035400,0.021240,0.013428,0.011230,0.011963,0.005859,0.008057,0.003418,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001465,0.001221,0.004150,0.008789,0.012695,0.028809,0.063721,0.078125,0.061768,0.063232,0.043945,0.062256,0.062256,0.104736,0.130371,0.090820,0.066895,0.054688,0.024658,0.015381,0.010010,0.006836,0.002441,0.000244,0.000000,0.000000,0.000000,0.000000,0.001221,0.008057,0.017822,0.050537,0.078369,0.098145,0.121826,0.112305,0.114502,0.098633,0.088623,0.075684,0.055908,0.030518,0.014648,0.010010,0.006348,0.005127,0.003662,0.003174,0.002441,0.002197,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00278,0.000977,0.001953,0.004150,0.005371,0.010254,0.012451,0.015137,0.026611,0.035889,0.028320,0.028076,0.030273,0.048096,0.068604,0.078369,0.131836,0.135254,0.138916,0.120605,0.061523,0.011963,0.002441,0.000977,0.000488,0.000244,0.000977,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.001465,0.003906,0.005615,0.005859,0.010742,0.011230,0.018311,0.029541,0.032715,0.028809,0.030273,0.028564,0.047119,0.057373,0.085449,0.138672,0.173828,0.181152,0.088135,0.016357,0.001221,0.000244,0.000244,0.001709,0.000000,0.000244,0.000244,0.000000,0.000000,0.000000,0.000000,0.000244,0.001221,0.003662,0.007324,0.019287,0.029053,0.030518,0.043945,0.063721,0.098145,0.160645,0.183594,0.152832,0.123535,0.038574,0.020020,0.008789,0.004639,0.002441,0.001709,0.002441,0.000244,0.000488,0.000488,0.000488,0.000732,0.000488,0.000488,0.000244,0.000000,0.000000,0.000000
train_bird_00279,0.000000,0.010742,0.039307,0.057617,0.075195,0.083008,0.075684,0.062744,0.044678,0.035889,0.031982,0.036621,0.032715,0.029297,0.021729,0.014893,0.014404,0.015869,0.022461,0.021484,0.030029,0.021729,0.023438,0.031006,0.030029,0.035400,0.034180,0.033203,0.025146,0.009521,0.000000,0.000000,0.000000,0.003418,0.019775,0.046387,0.059570,0.071289,0.088135,0.085205,0.058838,0.041748,0.037109,0.031982,0.038574,0.039307,0.041748,0.045410,0.032227,0.020996,0.013428,0.012451,0.006104,0.008301,0.013184,0.020996,0.030762,0.029297,0.046875,0.034180,0.021240,0.001465,0.000000,0.000000,0.004395,0.045410,0.119629,0.164062,0.126709,0.068115,0.031250,0.023926,0.027832,0.034180,0.031250,0.022705,0.021729,0.022461,0.020020,0.007080,0.003662,0.005127,0.004639,0.004150,0.005371,0.006104,0.006104,0.006836,0.016602,0.027588,0.039551,0.062988,0.031250,0.008545,0.000732,0.000000
train_bird_00280,0.000977,0.025635,0.029297,0.024902,0.023193,0.020020,0.030273,0.017334,0.010742,0.009521,0.009766,0.009277,0.007812,0.008301,0.018555,0.023926,0.070312,0.189209,0.291504,0.147705,0.021973,0.005371,0.000977,0.001221,0.000488,0.000488,0.000488,0.000488,0.000244,0.000000,0.000000,0.000000,0.000488,0.015869,0.029297,0.024414,0.023682,0.020752,0.024902,0.028564,0.015625,0.009521,0.008057,0.008301,0.010254,0.011475,0.015381,0.014893,0.021484,0.028564,0.063721,0.181641,0.343262,0.096924,0.002930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024170,0.022705,0.021240,0.023438,0.025879,0.032227,0.059082,0.194580,0.295654,0.233154,0.054443,0.006836,0.004395,0.001221,0.000244,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00281,0.046143,0.108887,0.092285,0.049316,0.029541,0.023926,0.017334,0.019531,0.023438,0.022949,0.022461,0.029541,0.019531,0.022217,0.031494,0.035400,0.036865,0.048828,0.058838,0.060303,0.056641,0.044922,0.038086,0.026367,0.018799,0.009033,0.005127,0.000977,0.000977,0.000244,0.000000,0.000000,0.064941,0.107422,0.076416,0.042969,0.035645,0.023926,0.022217,0.019043,0.028809,0.025146,0.021973,0.027100,0.024414,0.029541,0.032959,0.036133,0.038574,0.052246,0.063477,0.055664,0.055176,0.035889,0.030762,0.025391,0.013184,0.007568,0.001953,0.000244,0.000977,0.000244,0.000000,0.000000,0.081055,0.113770,0.088623,0.037598,0.031006,0.024414,0.027588,0.026611,0.022217,0.024658,0.031006,0.034668,0.028320,0.029053,0.034180,0.035156,0.049561,0.058350,0.050293,0.043701,0.040527,0.029785,0.025146,0.017822,0.009033,0.004150,0.000977,0.000732,0.000000,0.000000,0.000000,0.000000
train_bird_00282,0.000000,0.000244,0.002441,0.004150,0.008301,0.015137,0.012207,0.013428,0.025879,0.036865,0.034180,0.023193,0.020752,0.020996,0.022461,0.033691,0.021240,0.019287,0.021973,0.020752,0.015625,0.021484,0.069336,0.157959,0.231201,0.143799,0.003418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.005615,0.011475,0.021484,0.027344,0.023438,0.028809,0.031738,0.027588,0.019287,0.018555,0.021729,0.028320,0.020264,0.020752,0.019531,0.013672,0.018799,0.012939,0.013672,0.042480,0.122314,0.210938,0.184326,0.053711,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.001465,0.012207,0.033936,0.031250,0.024902,0.018555,0.022217,0.031006,0.021240,0.022949,0.030029,0.017334,0.021240,0.025146,0.012939,0.015381,0.014160,0.012695,0.011719,0.022217,0.051270,0.161865,0.210449,0.160645,0.013184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00283,0.000000,0.001953,0.002686,0.002441,0.002197,0.002441,0.002686,0.005371,0.005371,0.004639,0.009766,0.013184,0.016602,0.041992,0.063477,0.102051,0.188477,0.244385,0.201904,0.034912,0.009766,0.004150,0.004639,0.003662,0.005859,0.003906,0.005127,0.001465,0.004395,0.003662,0.005371,0.001465,0.000244,0.003174,0.002197,0.002197,0.002197,0.003174,0.003662,0.006104,0.003418,0.008545,0.009521,0.018066,0.023682,0.024414,0.041748,0.057861,0.067627,0.080322,0.088135,0.104004,0.107666,0.101074,0.132324,0.083740,0.005615,0.003174,0.001465,0.003662,0.003174,0.003906,0.003906,0.000000,0.001221,0.003174,0.001953,0.002686,0.003906,0.005127,0.005615,0.007812,0.011230,0.016846,0.015625,0.018799,0.020020,0.021240,0.025635,0.029785,0.029297,0.034180,0.037354,0.040039,0.042969,0.042725,0.043213,0.059082,0.066895,0.062988,0.063232,0.060547,0.098633,0.113770,0.013428,0.000977
train_bird_00284,0.018799,0.047119,0.053955,0.070801,0.078857,0.074463,0.075684,0.065186,0.055176,0.044189,0.038818,0.028809,0.027832,0.024170,0.021484,0.021973,0.016113,0.018311,0.015869,0.012451,0.015625,0.019775,0.013916,0.016357,0.019775,0.017578,0.021484,0.018555,0.017578,0.018066,0.007324,0.003906,0.023193,0.046387,0.058105,0.075928,0.079834,0.081299,0.072021,0.074463,0.059814,0.051758,0.040039,0.033936,0.035400,0.025391,0.021240,0.022461,0.018066,0.013428,0.009033,0.010254,0.007568,0.008301,0.010986,0.010498,0.012207,0.012451,0.013184,0.017334,0.016846,0.016602,0.017334,0.004639,0.026367,0.067627,0.086426,0.114014,0.103271,0.089355,0.088135,0.053467,0.047363,0.031006,0.024902,0.022461,0.014404,0.010742,0.016113,0.013916,0.014648,0.008545,0.010010,0.010498,0.006348,0.008301,0.005127,0.006348,0.010254,0.008545,0.009521,0.018066,0.019287,0.023926,0.023193,0.007812
train_bird_00285,0.000244,0.001221,0.007324,0.006836,0.016357,0.029785,0.121338,0.309326,0.250000,0.079834,0.016113,0.016113,0.020508,0.025635,0.015137,0.007324,0.006836,0.010742,0.012207,0.008057,0.011230,0.007568,0.009033,0.006104,0.002441,0.001953,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001465,0.009521,0.007568,0.010010,0.010742,0.024902,0.089844,0.289307,0.179688,0.129883,0.096436,0.031250,0.024170,0.026611,0.017578,0.012695,0.013916,0.009521,0.009521,0.005127,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.010010,0.006836,0.015381,0.016602,0.143066,0.160156,0.220459,0.209229,0.105469,0.026123,0.026123,0.019531,0.013916,0.014404,0.007080,0.003418,0.001221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
